iter	Accuracy	MultiClass
216	0.809775	0.4541477215
217	0.809825	0.4540345922
218	0.8098125	0.4539950401
219	0.8098125	0.4539750828
220	0.8098875	0.4537837575
221	0.81005	0.4536570719
222	0.8101375	0.4535758208
223	0.810225	0.4533514225
224	0.81025	0.4533075781
225	0.8103625	0.453243642
226	0.8103125	0.4531997654
227	0.8103125	0.4531535299
228	0.8103875	0.453072579
229	0.8103625	0.4530208948
230	0.810325	0.4529360487
231	0.8103625	0.4529029771
232	0.81035	0.4528590721
233	0.8104375	0.4528083672
234	0.8104875	0.4527580848
235	0.8104875	0.4527196558
236	0.8105625	0.4526569437
237	0.8106375	0.45258992
238	0.8108125	0.4525092912
239	0.8107375	0.4524023724
240	0.8108625	0.4523519392
241	0.8109	0.4522778519
242	0.8109625	0.4522302184
243	0.8109875	0.4521365892
244	0.811075	0.4520866159
245	0.8110625	0.4519921651
246	0.8112	0.4519375775
247	0.8111625	0.4518044216
248	0.8113375	0.4517378807
249	0.8112625	0.4516627244
250	0.8114875	0.4515553973
251	0.811625	0.4514713739
252	0.81155	0.4514049137
253	0.811625	0.4512791942
254	0.811675	0.4512362321
255	0.811725	0.4511188943
256	0.8117625	0.4510498366
257	0.811875	0.4509850061
258	0.8118625	0.4509187295
259	0.8118875	0.45078077
260	0.811975	0.450689366
261	0.81205	0.4506735391
262	0.81195	0.4506355667
263	0.8120125	0.4505949088
264	0.812125	0.4505029108
265	0.812175	0.4504522389
266	0.8121875	0.4504162891
267	0.8121125	0.450340121
268	0.8122875	0.4502594123
269	0.8122875	0.4501283129
270	0.8122875	0.4500777565
271	0.8123875	0.4499127401
272	0.8123625	0.4498678196
273	0.81245	0.4498064905
274	0.812425	0.4497821593
275	0.8124625	0.4497198616
276	0.8124625	0.449621459
277	0.8125125	0.4495897566
278	0.8124625	0.4494995851
279	0.81245	0.4494733755
280	0.812475	0.4493917764
281	0.812525	0.449307111
282	0.8125625	0.4492311815
283	0.81255	0.4492097027
284	0.8125375	0.4490662318
285	0.8125125	0.4490306639
286	0.812625	0.4489565488
287	0.8126625	0.4489094817
288	0.8126375	0.4488967603
289	0.81265	0.4488349081
290	0.812775	0.4487815151
291	0.812675	0.4487296243
292	0.8127	0.4486705262
293	0.812775	0.4486315593
294	0.8127625	0.448498545
295	0.812775	0.4484792322
296	0.812775	0.448431953
297	0.812825	0.4483782459
298	0.81295	0.4481167537
299	0.8131625	0.448036708
300	0.813225	0.4479805269
301	0.8132125	0.4479600446
302	0.8133	0.4478756365
303	0.8132625	0.4478396003
304	0.8132375	0.4478014426
305	0.8132375	0.4477209074
306	0.8131625	0.4476812898
307	0.8131125	0.4476456959
308	0.8132	0.4475991258
309	0.8133375	0.4475301644
310	0.813425	0.447486649
311	0.8134375	0.4474431706
312	0.81355	0.4473629778
313	0.8135625	0.4473320065
314	0.81365	0.4472658443
315	0.8137375	0.4471714869
316	0.8137625	0.4471301167
317	0.8137875	0.4470284934
318	0.813875	0.4469355505
319	0.8138625	0.4468907778
320	0.8138875	0.446849945
321	0.813925	0.4467774294
322	0.81385	0.4467571991
323	0.8138625	0.4467541715
324	0.8138875	0.446743967
325	0.8138625	0.4466427181
326	0.8139375	0.4465046935
327	0.81405	0.4464563322
328	0.8138625	0.4463684214
329	0.8138875	0.4463059712
330	0.8139875	0.4462641413
331	0.813925	0.4461880522
332	0.813975	0.4461536183
333	0.8141	0.4460670419
334	0.81415	0.4459897922
335	0.81415	0.4459638856
336	0.814075	0.4458644576
337	0.8141125	0.445781495
338	0.8142875	0.4456988547
339	0.8143	0.4456358301
340	0.8143	0.44559574
341	0.8143	0.4455037898
342	0.81435	0.4453917451
343	0.814425	0.4452750518
344	0.8143875	0.4452296954
345	0.81445	0.4452142698
346	0.8143875	0.4451594367
347	0.8144625	0.4450908106
348	0.81455	0.44506855
349	0.81465	0.4450041025
350	0.8146375	0.4449323563
351	0.8146	0.4449116859
352	0.8146375	0.4448885047
353	0.8145625	0.4448202035
354	0.81465	0.444755849
355	0.8147	0.4447028246
356	0.8145875	0.4445889009
357	0.8146	0.4445703945
358	0.8147125	0.4444631245
359	0.81465	0.4444386658
360	0.8146625	0.4443657869
361	0.8146625	0.4443048625
362	0.8146625	0.4442532667
363	0.8148	0.4441465558
364	0.814825	0.4440996079
365	0.8149	0.4440788638
366	0.8148625	0.4439666551
367	0.8148875	0.4438947564
368	0.8148375	0.4438373198
369	0.81485	0.4437739836
370	0.8149875	0.4436378711
371	0.8150125	0.4435313964
372	0.8150125	0.4435085174
373	0.8151	0.4433665712
374	0.8152	0.4432843255
375	0.8153125	0.4430170556
376	0.8153625	0.442948158
377	0.815375	0.44287656
378	0.8155625	0.4427803479
379	0.815425	0.4427371474
380	0.815475	0.4427175975
381	0.81555	0.4426694058
382	0.8155125	0.4425876294
383	0.815575	0.4425391185
384	0.8155625	0.4425196947
385	0.8156375	0.4424867879
386	0.8158125	0.4423414752
387	0.8157875	0.4422958009
388	0.81595	0.4422252149
389	0.815975	0.4421541998
390	0.8159625	0.4421205875
391	0.8159125	0.4420846155
392	0.8158625	0.4419926927
393	0.8158	0.4418984127
394	0.815875	0.4418059223
395	0.8159375	0.4416922669
396	0.815975	0.4416303415
397	0.8159625	0.4415694797
398	0.815975	0.4415361704
399	0.81605	0.4414915764
400	0.816	0.4414535742
401	0.816075	0.4413740855
402	0.8161375	0.4412711066
403	0.8160875	0.441207295
404	0.8160375	0.4411566207
405	0.8161	0.4410782798
406	0.8161	0.4410612898
407	0.816075	0.4410463901
408	0.81605	0.4409505376
409	0.8161	0.4409238098
410	0.816125	0.4408308151
411	0.816175	0.4407937486
412	0.81615	0.4407566135
413	0.816175	0.4407209382
414	0.8162125	0.4407137035
415	0.8162875	0.4406223755
416	0.8161375	0.4405140117
417	0.8161625	0.4404441229
418	0.816075	0.4403776238
419	0.8159875	0.4402810202
420	0.81615	0.4402294089
421	0.816175	0.4401432016
422	0.816225	0.4400935714
423	0.816325	0.4399534309
424	0.8163875	0.4398968956
425	0.8163875	0.4398506281
426	0.816375	0.4397456103
427	0.816375	0.4396782598
428	0.8163625	0.4396239803
429	0.8164375	0.4395988754
430	0.8165625	0.4395151012
431	0.8165875	0.4394889973
432	0.8168125	0.4393320999
433	0.8168	0.4392976037
434	0.816825	0.439267828
435	0.8167875	0.4391020865
436	0.816775	0.4390922588
437	0.816775	0.4390604499
438	0.8168375	0.4390198966
439	0.816825	0.4389542778
440	0.8169375	0.4389172556
441	0.81695	0.4388529684
442	0.816825	0.438792989
443	0.8168875	0.4387145481
444	0.8169	0.4386962987
445	0.817075	0.4386315636
446	0.817025	0.4385821937
447	0.817125	0.4385194556
448	0.8170875	0.438505464
449	0.8171375	0.4384488376
450	0.817075	0.4383954241
451	0.817125	0.4382892221
452	0.8170375	0.4382326016
453	0.8171	0.4381685382
454	0.817125	0.4381371823
455	0.8170875	0.4381025501
456	0.8171125	0.4380274555
457	0.81715	0.4380049682
458	0.8171125	0.4378452501
459	0.81705	0.4378222631
460	0.8170375	0.4377484433
461	0.8171	0.4376655895
462	0.8172875	0.4375510931
463	0.8173625	0.437507227
464	0.817375	0.4374555544
465	0.817425	0.4374220239
466	0.817525	0.4373854543
467	0.817525	0.4373516195
468	0.81755	0.4372830935
469	0.817675	0.4371579949
470	0.8176875	0.4371377195
471	0.8176125	0.4371026409
472	0.8177375	0.4370868949
473	0.817675	0.4370353353
474	0.817675	0.436981104
475	0.8177125	0.4369606102
476	0.81785	0.4368965486
477	0.8178875	0.4368662259
478	0.817825	0.4367835966
479	0.8177875	0.4367442085
480	0.81785	0.4366992004
481	0.8178	0.4366031497
482	0.817775	0.436518059
483	0.8177125	0.4364828748
484	0.8178375	0.436450191
485	0.8178125	0.4364091206
486	0.8178	0.4363648095
487	0.8178875	0.436317061
488	0.8180625	0.4362261427
489	0.818075	0.4361945984
490	0.818175	0.4361634957
491	0.8182375	0.4361339461
492	0.8182	0.4360587692
493	0.8182	0.4360462302
494	0.818125	0.4359989029
495	0.81825	0.4359763965
496	0.818325	0.4359143361
497	0.818425	0.4358043229
498	0.81845	0.4357524386
499	0.818425	0.4356894462
500	0.8183875	0.4356259349
501	0.8184	0.435574749
502	0.8184	0.4355495102
503	0.8185	0.4355013926
504	0.8184375	0.4354748017
505	0.818425	0.4354432536
506	0.818425	0.4353956547
507	0.8184375	0.4353371182
508	0.8184875	0.4352834268
509	0.8184375	0.4352391926
510	0.8184625	0.4351704304
511	0.818525	0.4351307309
512	0.8185625	0.435093172
513	0.81865	0.4350642438
514	0.81865	0.435003957
515	0.8187375	0.4349447856
516	0.8187125	0.4348261171
517	0.8186375	0.4347443224
518	0.818675	0.4347126158
519	0.8186625	0.4346281203
520	0.818675	0.4345979492
521	0.81875	0.4345558055
522	0.818825	0.4344714783
523	0.8188125	0.4344290812
524	0.8189125	0.434382136
525	0.818975	0.4343413635
526	0.8189875	0.434295291
527	0.8190625	0.434247863
528	0.8191125	0.4341747773
529	0.8192375	0.4341416007
530	0.8192625	0.4340536998
531	0.8192875	0.4340119442
532	0.8192875	0.4339633836
533	0.819425	0.4338664357
534	0.8193125	0.4338222941
535	0.8193125	0.4337945441
536	0.8194125	0.4337616832
537	0.819425	0.4336359034
538	0.8194875	0.4336048132
539	0.8195375	0.4335480739
540	0.8194875	0.4335055546
541	0.81945	0.4334200159
542	0.819425	0.433364755
543	0.81945	0.4333344932
544	0.8195	0.4332806453
545	0.8194375	0.4332377393
546	0.81935	0.4330987076
547	0.8193625	0.4330515371
548	0.8193625	0.4330108461
549	0.819375	0.4329838068
550	0.8194375	0.4329712774
551	0.81935	0.4329458145
552	0.8193375	0.4328597247
553	0.8194875	0.4327955539
554	0.8195625	0.4327489127
555	0.8195375	0.4327321013
556	0.8195625	0.4326927118
557	0.8195	0.4326609992
558	0.819525	0.4326286911
559	0.81955	0.4325808384
560	0.8196125	0.4325422362
561	0.819725	0.4325127414
562	0.8197375	0.4324724111
563	0.8197125	0.4323853874
564	0.819725	0.4323612332
565	0.8198375	0.4322873434
566	0.819825	0.4321694763
567	0.819925	0.4321402011
568	0.8198875	0.4321079947
569	0.82	0.4320604703
570	0.820025	0.4320048808
571	0.820025	0.4319893971
572	0.820075	0.4319445749
573	0.8200625	0.431888067
574	0.82005	0.4318374872
575	0.8200875	0.4317991549
576	0.8201125	0.4317626164
577	0.8202	0.4316934783
578	0.820225	0.4316686365
579	0.8202875	0.43163908
580	0.8202	0.4316014172
581	0.820175	0.4315684192
582	0.8203125	0.4314976025
583	0.8202875	0.431468136
584	0.8204	0.4314273194
585	0.8203875	0.4314214002
586	0.8203375	0.4314094867
587	0.82025	0.4313441929
588	0.8203875	0.4312829301
589	0.8204	0.4312438235
590	0.8204875	0.4311552974
591	0.820425	0.4310642153
592	0.8205	0.4310076887
593	0.820575	0.4309360913
594	0.8205	0.4309008544
595	0.8206	0.4308386164
596	0.8206125	0.4307838289
597	0.82065	0.4307267367
598	0.8206125	0.4306299118
599	0.8206	0.4306100562
600	0.820675	0.4305653718
601	0.8207	0.4305155931
602	0.820675	0.430500612
603	0.8207375	0.4304558531
604	0.820725	0.430439791
605	0.8206875	0.4303977657
606	0.8207875	0.4303761343
607	0.82075	0.4303384983
608	0.82075	0.430227307
609	0.820775	0.4302100408
610	0.8208625	0.4301894728
611	0.8208875	0.4301163898
612	0.820975	0.4300900263
613	0.8209625	0.4300538202
614	0.821075	0.4299374392
615	0.821025	0.4298611707
616	0.821075	0.4298056679
617	0.8211125	0.4297113364
618	0.8211375	0.4296403517
619	0.8211125	0.4296039983
620	0.8211625	0.4295709351
621	0.821175	0.4295318517
622	0.821175	0.4294428509
623	0.821275	0.4294217863
624	0.8212125	0.4293159564
625	0.8213625	0.4291575363
626	0.8214	0.4290931924
627	0.821475	0.4290220578
628	0.821425	0.4289820355
629	0.821525	0.4289178879
630	0.8214875	0.428878209
631	0.8215375	0.4287915803
632	0.8215625	0.4287533555
633	0.8216	0.4287324616
634	0.821625	0.4286681068
635	0.8216	0.4286374259
636	0.8216625	0.4286039539
637	0.8216	0.4285723634
638	0.8216	0.4285534002
639	0.821675	0.4284941672
640	0.8217	0.4284729986
641	0.8217375	0.428414816
642	0.821825	0.4283793479
643	0.8217875	0.4283502944
644	0.8219125	0.428296317
645	0.8219125	0.4282388596
646	0.8218875	0.4281718973
647	0.821925	0.428149339
648	0.821875	0.428097294
649	0.8219	0.4280583914
650	0.822	0.4279736934
651	0.8220375	0.4279271236
652	0.822075	0.4278544023
653	0.8220375	0.4278250186
654	0.8221	0.4278073385
655	0.8221375	0.4277983203
656	0.8221375	0.4277665698
657	0.8222	0.4277284443
658	0.822275	0.427686371
659	0.8222875	0.4276259883
660	0.82225	0.4275997194
661	0.8223	0.4275699705
662	0.822225	0.4274836653
663	0.8222	0.427473548
664	0.8222625	0.4274212045
665	0.8222625	0.4273646685
666	0.8224625	0.4272887544
667	0.8224625	0.4271970726
668	0.82255	0.427159988
669	0.8225375	0.4271231684
670	0.822475	0.4271045365
671	0.8225	0.4270556003
672	0.8225625	0.4270205159
673	0.8226	0.4269048997
674	0.82265	0.4268783917
675	0.8226875	0.4268335445
676	0.822725	0.4267820205
677	0.8227125	0.4267112416
678	0.8226375	0.4266774537
679	0.822675	0.4265985636
680	0.822775	0.4265048494
681	0.8228375	0.4264501262
682	0.822875	0.4263540285
683	0.822775	0.4262932588
684	0.8228	0.4262764773
685	0.8229625	0.4262172014
686	0.82295	0.4261686769
687	0.822975	0.4261374337
688	0.823	0.4260948374
689	0.8230125	0.4260338714
690	0.8229375	0.4260133072
691	0.82295	0.4259694399
692	0.822975	0.4259094137
693	0.823125	0.425834623
694	0.823175	0.4258176104
695	0.82325	0.4257969608
696	0.8233	0.4257465036
697	0.823375	0.4256537911
698	0.823325	0.4255988247
699	0.8233875	0.4255664563
700	0.8233375	0.4255069996
701	0.823325	0.4253967394
702	0.82335	0.4253389046
703	0.8233625	0.4253017445
704	0.8233625	0.4252293626
705	0.8233875	0.4251065927
706	0.8234125	0.425074027
707	0.8232875	0.4250058821
708	0.82335	0.424966924
709	0.8235125	0.4249070919
710	0.8236	0.4248470531
711	0.823625	0.424816639
712	0.8235375	0.424774398
713	0.8235125	0.4247333445
714	0.8236875	0.4246719926
715	0.8235875	0.4246519829
716	0.8236	0.4246126021
717	0.823675	0.4245431827
718	0.8237125	0.4245170768
719	0.8237375	0.4244874363
720	0.8237125	0.4244488726
721	0.8236375	0.4244225248
722	0.823675	0.4243968881
723	0.82375	0.4243536216
724	0.82385	0.4242798232
725	0.823825	0.4242256793
726	0.823775	0.4242010135
727	0.82375	0.4241561473
728	0.823675	0.4240719613
729	0.8237875	0.4240299179
730	0.823725	0.423987466
731	0.8236625	0.4238938579
732	0.8237625	0.423862621
733	0.82375	0.4238393012
734	0.8237125	0.4238126625
735	0.823875	0.4237603984
736	0.82385	0.4236783052
737	0.82385	0.4236229571
738	0.8238375	0.4235988431
739	0.8239125	0.4235351149
740	0.8239625	0.4234601701
741	0.823925	0.4233938809
742	0.8239	0.4233112287
743	0.8239125	0.4232573922
744	0.8239375	0.4231912844
745	0.8239625	0.4231603681
746	0.8240375	0.4231344506
747	0.8241625	0.4230678992
748	0.8242125	0.4229815764
749	0.8242	0.4228808254
750	0.8243375	0.4228300403
751	0.8242625	0.4227897493
752	0.8242375	0.4227463491
753	0.824275	0.4227202227
754	0.8243125	0.4226890828
755	0.8242875	0.4226542909
756	0.824225	0.4225713895
757	0.8242375	0.4225300368
758	0.8243125	0.4224636731
759	0.824375	0.4224139248
760	0.8244625	0.4223902594
761	0.824425	0.4223355917
762	0.8244375	0.4223121473
763	0.824475	0.4222660135
764	0.8246125	0.4222315763
765	0.8246125	0.4221948546
766	0.824625	0.4220952294
767	0.8245875	0.4220444684
768	0.8245875	0.4219700952
769	0.8245	0.4219188035
770	0.824425	0.4218333176
771	0.8244625	0.4217547064
772	0.8243875	0.42164606
773	0.824475	0.4215959424
774	0.8246	0.4215525381
775	0.8246375	0.4215204325
776	0.8246	0.4214452369
777	0.8246375	0.4213675402
778	0.8246125	0.4212995511
779	0.8246875	0.4212704207
780	0.8247875	0.4211781124
781	0.8248375	0.4211342768
782	0.8249125	0.4210605283
783	0.8249	0.4210229151
784	0.824925	0.4209628185
785	0.824975	0.4209090568
786	0.8250625	0.4208788275
787	0.8251375	0.420826563
788	0.825125	0.4207835572
789	0.8249875	0.420705501
790	0.8251625	0.4206661063
791	0.82515	0.4206219112
792	0.825225	0.4205765935
793	0.8252875	0.4204996147
794	0.825225	0.4204006511
795	0.8251875	0.4203772033
796	0.8251625	0.4203297371
797	0.8251875	0.4202804732
798	0.8252125	0.4202136077
799	0.8251875	0.4201342731
800	0.8251375	0.4201192538
801	0.8252625	0.4200017361
802	0.825325	0.4199130665
803	0.825225	0.4198780642
804	0.8252625	0.4198204244
805	0.8253875	0.4197877495
806	0.825425	0.4196777947
807	0.8254125	0.419645005
808	0.825475	0.4196175884
809	0.8254	0.4195626547
810	0.8254375	0.419508651
811	0.8254625	0.419458729
812	0.8255125	0.4194310973
813	0.8255375	0.4193579891
814	0.82545	0.4192615808
815	0.8255	0.41922347
816	0.825525	0.4191761094
817	0.8254375	0.4191208737
818	0.8255	0.4190511825
819	0.8256125	0.4190026997
820	0.8256	0.4189744243
821	0.8257125	0.418932645
822	0.8258125	0.4188622051
823	0.82575	0.4188301339
824	0.8256625	0.4187626487
825	0.825775	0.4187163941
826	0.8258	0.4186988029
827	0.8258375	0.4186472025
828	0.825875	0.4186153513
829	0.8259375	0.4185634671
830	0.826025	0.4185335231
831	0.82605	0.4184451469
832	0.8260625	0.4184054161
833	0.826	0.418323831
834	0.8261625	0.4181973821
835	0.8262375	0.4181656207
836	0.826225	0.4181029362
837	0.8262125	0.418078753
838	0.8262125	0.4180209477
839	0.8262	0.4179792246
840	0.8261875	0.4179165472
841	0.8263125	0.4178048515
842	0.826325	0.4177849958
843	0.8263	0.4177294015
844	0.8263625	0.4176266306
845	0.8263625	0.4176132001
846	0.826325	0.4175440115
847	0.8263625	0.4174874422
848	0.8263875	0.4174523834
849	0.8264375	0.4173840466
850	0.8265125	0.4173401245
851	0.826525	0.4173333728
852	0.826575	0.4172456821
853	0.8266375	0.4172242823
854	0.8266875	0.4171793382
855	0.8267125	0.4171202122
856	0.826725	0.4170580192
857	0.8267	0.4169929987
858	0.8267875	0.4169248198
859	0.826875	0.416855582
860	0.8268875	0.4168043343
861	0.82695	0.416721148
862	0.82695	0.4166867667
863	0.8270125	0.4165898911
864	0.8271	0.4165166764
865	0.8272125	0.4164772844
866	0.8271875	0.4164451613
867	0.8272625	0.4164009202
868	0.827275	0.4163662563
869	0.827325	0.4163189089
870	0.8273375	0.4162303958
871	0.8274	0.4161802555
872	0.8273625	0.4161448009
873	0.827375	0.4160593674
874	0.82735	0.4159972616
875	0.8273875	0.4159373861
876	0.82745	0.4159051199
877	0.8274625	0.4158666537
878	0.827475	0.4158204658
879	0.8275125	0.41579038
880	0.8275	0.4157655303
881	0.8275375	0.415722288
882	0.8275875	0.4156634067
883	0.8276125	0.4156170505
884	0.827625	0.4155705915
885	0.8276625	0.4155202754
886	0.8276375	0.4154821391
887	0.827675	0.4154341118
888	0.82775	0.4153485864
889	0.8276375	0.4152822384
890	0.8277375	0.4152275441
891	0.82765	0.4151748272
892	0.827725	0.4151245453
893	0.8278125	0.4150652339
894	0.82785	0.4149855134
895	0.8277625	0.4149494086
896	0.827825	0.4148971683
897	0.8277875	0.4148423133
898	0.8278625	0.4147664159
899	0.8278875	0.4146857493
900	0.8279	0.4146367014
901	0.8279875	0.4145805717
902	0.828125	0.4145338632
903	0.8280375	0.4144970181
904	0.8281625	0.4144394355
905	0.8282625	0.4144075686
906	0.8283625	0.4143576291
907	0.828375	0.4142383473
908	0.8284	0.4141491364
909	0.8283875	0.4141276077
910	0.82845	0.4140769328
911	0.828425	0.414007299
912	0.828425	0.4139705584
913	0.828475	0.4139425886
914	0.8285125	0.4138703461
915	0.8285375	0.4138169822
916	0.8285375	0.413756787
917	0.8285125	0.4137365368
918	0.8284875	0.4136978277
919	0.8285375	0.4136718287
920	0.8285875	0.4136281668
921	0.8285875	0.4135719055
922	0.8286625	0.4135296378
923	0.8286875	0.4134337947
924	0.8286625	0.4134017742
925	0.828725	0.4133260652
926	0.8287375	0.4132593368
927	0.828775	0.4131985047
928	0.828825	0.4131684276
929	0.8288875	0.4131473978
930	0.8289	0.4130858426
931	0.8288375	0.4130300546
932	0.8289	0.4129747506
933	0.82895	0.4129209349
934	0.82905	0.4128551762
935	0.829125	0.4127930291
936	0.829125	0.4127444935
937	0.829125	0.4125991469
938	0.829225	0.412550256
939	0.829125	0.4124911626
940	0.829125	0.4124460043
941	0.829025	0.4124036929
942	0.82905	0.4123563604
943	0.829175	0.4122960493
944	0.829125	0.4122127766
945	0.8291125	0.4121675378
946	0.829175	0.4121355049
947	0.8292	0.4120857748
948	0.8292	0.412066331
949	0.8291125	0.4120381868
950	0.82915	0.41201631
951	0.8291625	0.4119911747
952	0.8292375	0.4119544244
953	0.8293375	0.4119377998
954	0.8293625	0.4118449827
955	0.829325	0.4118100152
956	0.8292375	0.4117718355
957	0.8292875	0.4117272596
958	0.829375	0.4116761471
959	0.8293625	0.4116561342
960	0.8293	0.4116202887
961	0.829325	0.4115818917
962	0.8293875	0.4115138553
963	0.8294	0.4114454732
964	0.8293875	0.4114050283
965	0.8293875	0.4113510467
966	0.8294375	0.4113320391
967	0.829425	0.4113122151
968	0.8294875	0.4112725918
