iter	Accuracy	MultiClass
969	0.8295	0.4112458084
970	0.829475	0.4111830487
971	0.8296	0.4111175314
972	0.8295375	0.4110832457
973	0.82945	0.4110584108
974	0.82945	0.4110158172
975	0.829575	0.4109752094
976	0.8295375	0.4109545731
977	0.82955	0.4109456997
978	0.829575	0.4109270782
979	0.829675	0.4108907527
980	0.829675	0.4108778398
981	0.8296875	0.4108485452
982	0.8295875	0.4108058947
983	0.82955	0.4107673772
984	0.8296125	0.4106957314
985	0.82965	0.4106562982
986	0.8296	0.4106229478
987	0.829725	0.4105293727
988	0.829725	0.4104757826
989	0.829825	0.4104495256
990	0.829825	0.410349198
991	0.8299125	0.4102945756
992	0.829875	0.4102569654
993	0.829875	0.4102128778
994	0.8298875	0.4101520466
995	0.8298375	0.4101164482
996	0.8298625	0.4100840835
997	0.8299125	0.4100412579
998	0.8299125	0.4099943451
999	0.82985	0.4099468583
1000	0.8299125	0.4098973222
1001	0.83005	0.4098404218
1002	0.8300375	0.4097515295
1003	0.830125	0.4097042204
1004	0.8300875	0.4096192581
1005	0.83015	0.4095998035
1006	0.830125	0.4095564134
1007	0.8302	0.4095436937
1008	0.8303625	0.4095016002
1009	0.830175	0.4094350829
1010	0.830175	0.4093655526
1011	0.83025	0.4092819801
1012	0.8303	0.4092199326
1013	0.830275	0.4092021017
1014	0.830275	0.4091486162
1015	0.8302875	0.4090875231
1016	0.830225	0.4090435612
1017	0.830225	0.4089949668
1018	0.830225	0.4089718328
1019	0.8303625	0.4089384031
1020	0.830425	0.4088462057
1021	0.83045	0.408815772
1022	0.8304125	0.408777072
1023	0.830475	0.408739695
1024	0.830475	0.4087267121
1025	0.83055	0.4086780962
1026	0.830525	0.4085985564
1027	0.8305625	0.4085493127
1028	0.8306125	0.408468026
1029	0.830675	0.4084293403
1030	0.8306875	0.4083818984
1031	0.8307	0.4083514637
1032	0.830575	0.4082831751
1033	0.830675	0.4082431359
1034	0.8306625	0.408203512
1035	0.8307	0.4081718578
1036	0.830725	0.4081459327
1037	0.8308	0.4080452979
1038	0.830825	0.4080058194
1039	0.8309	0.4079736787
1040	0.8308375	0.4079545341
1041	0.830975	0.407887522
1042	0.830975	0.4078591365
1043	0.8309125	0.4077935003
1044	0.8310125	0.4077093848
1045	0.831	0.4076517211
1046	0.8310375	0.4076080118
1047	0.8311	0.4075251071
1048	0.831175	0.4074979005
1049	0.8312125	0.4073895387
1050	0.8311875	0.4073765972
1051	0.831175	0.4073501255
1052	0.8312	0.4073054148
1053	0.8312625	0.4072718059
1054	0.8312	0.4072256673
1055	0.831275	0.4071852901
1056	0.831275	0.4071682055
1057	0.8312625	0.4070917374
1058	0.8313625	0.4070260886
1059	0.831375	0.4070049961
1060	0.831425	0.4069683886
1061	0.8314375	0.4069084493
1062	0.831425	0.4068510672
1063	0.8314375	0.4067567725
1064	0.83145	0.4066787861
1065	0.8314125	0.4066123097
1066	0.8315125	0.4065502058
1067	0.8315625	0.4065088979
1068	0.8315375	0.406425382
1069	0.8316125	0.4064091209
1070	0.8316125	0.4063974706
1071	0.8316125	0.4063268346
1072	0.8315875	0.406259396
1073	0.8316625	0.4062195174
1074	0.8316125	0.4061532131
1075	0.83165	0.4060927414
1076	0.8317125	0.4060470087
1077	0.831775	0.4060130457
1078	0.831725	0.4059397956
1079	0.8318125	0.4058794026
1080	0.8318125	0.4058478534
1081	0.8317375	0.4057997193
1082	0.8318125	0.4057222105
1083	0.831825	0.4056924896
1084	0.8318875	0.4056465305
1085	0.8318875	0.405582672
1086	0.8319125	0.4055264567
1087	0.8319625	0.4054802336
1088	0.8319625	0.4054420564
1089	0.831975	0.4053386195
1090	0.8320375	0.4053014949
1091	0.8320125	0.4052754611
1092	0.8320875	0.4052236298
1093	0.8320375	0.4051913205
1094	0.8320375	0.4051703257
1095	0.8320625	0.4051648318
1096	0.83205	0.4051210515
1097	0.8320125	0.4051023947
1098	0.8321	0.4050900741
1099	0.8320625	0.4050760701
1100	0.8321125	0.4050214659
1101	0.832125	0.404967442
1102	0.83215	0.4049262906
1103	0.8322	0.4048663276
1104	0.832175	0.4048322674
1105	0.832175	0.4047765315
1106	0.8322125	0.4047585778
1107	0.8321625	0.4047055559
1108	0.832125	0.4046805906
1109	0.832225	0.4046014886
1110	0.83225	0.404540745
1111	0.8323	0.4045201383
1112	0.8323625	0.4044728735
1113	0.8323625	0.4044012544
1114	0.8323375	0.4043476177
1115	0.83235	0.4043058629
1116	0.832325	0.4042680275
1117	0.8324625	0.4042099008
1118	0.83255	0.4041569567
1119	0.8325375	0.404118381
1120	0.8325375	0.4040866194
1121	0.832475	0.4040319928
1122	0.8325	0.4040029746
1123	0.8325625	0.4039414326
1124	0.832525	0.4038528004
1125	0.8325625	0.4038235927
1126	0.8325875	0.4037956376
1127	0.832775	0.4037490042
1128	0.8327875	0.4037140143
1129	0.832875	0.4036745003
1130	0.832825	0.403620986
1131	0.832975	0.4035700822
1132	0.8329625	0.4035337509
1133	0.83295	0.4035106382
1134	0.8328375	0.4034725223
1135	0.8329625	0.4034220605
1136	0.8329375	0.4033824424
1137	0.83295	0.4033215299
1138	0.832925	0.4032687521
1139	0.8329125	0.4032182153
1140	0.8329	0.4031774874
1141	0.832975	0.4031108564
1142	0.832925	0.403075945
1143	0.83295	0.4030140723
1144	0.8329625	0.4029754398
1145	0.8328375	0.4028909717
1146	0.832975	0.4028004942
1147	0.832925	0.4027891636
1148	0.833025	0.4027729789
1149	0.8331625	0.4027395128
1150	0.833175	0.4027291278
1151	0.8332625	0.4026869766
1152	0.8332875	0.4026232091
1153	0.8332875	0.4025585111
1154	0.8333	0.4025000889
1155	0.83325	0.4024931202
1156	0.833275	0.4024712215
1157	0.83315	0.4024408769
1158	0.8332375	0.4023543127
1159	0.8331875	0.4022980798
1160	0.8332625	0.402264612
1161	0.833325	0.402206059
1162	0.8333	0.4021815491
1163	0.833325	0.4020555639
1164	0.8332875	0.4019672543
1165	0.8333375	0.4019450619
1166	0.833375	0.401918715
1167	0.8333875	0.4018771495
1168	0.833325	0.401845982
1169	0.8333375	0.4017967149
1170	0.8334	0.4017600836
1171	0.8333625	0.4017049463
1172	0.8334875	0.4016899849
1173	0.83355	0.401656497
1174	0.8335375	0.4016280228
1175	0.833525	0.401603543
1176	0.8337125	0.4015661642
1177	0.8337875	0.4015054681
1178	0.833825	0.4014821985
1179	0.8338375	0.4014526402
1180	0.8338875	0.4013988562
1181	0.83385	0.4013328931
1182	0.83375	0.4012691367
1183	0.8337875	0.4012076853
1184	0.8338125	0.4011496081
1185	0.833875	0.4011268357
1186	0.83395	0.4010648023
1187	0.833975	0.4010007275
1188	0.8340625	0.4009796237
1189	0.8340125	0.4009277088
1190	0.8340125	0.4008603159
1191	0.834	0.4008284392
1192	0.834075	0.4007363916
1193	0.8340125	0.4006770344
1194	0.834	0.4006431684
1195	0.8340875	0.4005983387
1196	0.833975	0.4005287536
1197	0.833975	0.40049018
1198	0.83415	0.4003843481
1199	0.83415	0.4003340001
1200	0.8342375	0.4003018206
1201	0.8342	0.4002200709
1202	0.8342125	0.4001797339
1203	0.8343125	0.4001300198
1204	0.834375	0.4000703244
1205	0.8343875	0.4000301322
1206	0.8344	0.3999806385
1207	0.8344	0.3999420085
1208	0.834475	0.399871176
1209	0.834475	0.3998540252
1210	0.834425	0.3998040779
1211	0.834525	0.3997432837
1212	0.834475	0.3996783043
1213	0.834525	0.3996293998
1214	0.834525	0.3995983249
1215	0.8345375	0.3995676864
1216	0.834625	0.3995331727
1217	0.834575	0.3994899984
1218	0.8346375	0.3994443584
1219	0.8347	0.3993764776
1220	0.8347875	0.3993172893
1221	0.834825	0.3992917683
1222	0.8347875	0.3992521049
1223	0.8349125	0.3991766186
1224	0.8349	0.3991289579
1225	0.83495	0.3990924895
1226	0.8348625	0.3990234957
1227	0.834925	0.3989851285
1228	0.8350375	0.3989393393
1229	0.83505	0.398918898
1230	0.83505	0.3988712652
1231	0.8350125	0.39881302
1232	0.8350375	0.3987699346
1233	0.8349625	0.3986845636
1234	0.8350125	0.3986313074
1235	0.83495	0.3985620724
1236	0.835075	0.398522204
1237	0.8351	0.398513465
1238	0.835025	0.3984949711
1239	0.835025	0.398485482
1240	0.83495	0.398433396
1241	0.8350625	0.3983674435
1242	0.835	0.3983409088
1243	0.83505	0.3983114534
1244	0.8350875	0.3982772396
1245	0.8351	0.398247207
1246	0.835125	0.3982140176
1247	0.8351375	0.3981817447
1248	0.835225	0.3981014698
1249	0.8352125	0.3980639954
1250	0.835225	0.3980167611
1251	0.83535	0.3979466702
1252	0.8354125	0.3978690839
1253	0.8354	0.3978364696
1254	0.8354875	0.3977486555
1255	0.8354625	0.397709812
1256	0.8353625	0.3976491424
1257	0.8354125	0.3976087964
1258	0.8353875	0.3975549174
1259	0.835375	0.3975285823
1260	0.835575	0.3974223704
1261	0.8355875	0.3973750638
1262	0.83555	0.3973151853
1263	0.835525	0.3972568244
1264	0.8355625	0.3972210867
1265	0.8356375	0.3971801169
1266	0.8356625	0.3971587746
1267	0.835775	0.3970952141
1268	0.8357375	0.3970698541
1269	0.8357875	0.397042262
1270	0.8358125	0.3970085121
1271	0.835775	0.3969723318
1272	0.8357625	0.3969249031
1273	0.8359	0.3968957548
1274	0.8359	0.3968598124
1275	0.8358125	0.3967696541
1276	0.8359125	0.3967331462
1277	0.83585	0.3966881546
1278	0.8358375	0.3966436559
1279	0.8359125	0.3966018495
1280	0.8359	0.3965710926
1281	0.8360375	0.3965025003
1282	0.836075	0.3964418388
1283	0.8360875	0.3964252387
1284	0.8361125	0.3963920621
1285	0.8361125	0.3963355547
1286	0.8361125	0.3963012783
1287	0.8361	0.3962648253
1288	0.8361625	0.3962186709
1289	0.8361375	0.396173104
1290	0.8362375	0.3961400498
1291	0.8362	0.3960959832
1292	0.8362375	0.3960688623
1293	0.8362375	0.3960361818
1294	0.8362875	0.3960040637
1295	0.836275	0.3959826823
1296	0.8363125	0.395898592
1297	0.8363375	0.3958658712
1298	0.8363625	0.3958102059
1299	0.836325	0.3957806019
1300	0.8363625	0.3957576669
1301	0.836375	0.3957485055
1302	0.8364375	0.3957169838
1303	0.8364625	0.3956557807
1304	0.836475	0.3956395285
1305	0.836525	0.3955878809
1306	0.8365875	0.3955626751
1307	0.8366375	0.3955185343
1308	0.836575	0.3954690727
1309	0.8366	0.3953908759
1310	0.83665	0.3953072465
1311	0.836625	0.3952591569
1312	0.8366375	0.3952348873
1313	0.8366625	0.3951853659
1314	0.8366625	0.3951303306
1315	0.836625	0.3950986895
1316	0.8367	0.3950774593
1317	0.8366875	0.3950123716
1318	0.83675	0.394976907
1319	0.83685	0.3949390154
1320	0.836875	0.3949047383
1321	0.8367875	0.3948439122
1322	0.836825	0.3947701765
1323	0.8368375	0.3947225854
1324	0.83695	0.3946863883
1325	0.836925	0.3946518081
1326	0.8368375	0.3945761917
1327	0.8369	0.394549003
1328	0.8369	0.3945074493
1329	0.8368625	0.3944846812
1330	0.8368875	0.3944635639
1331	0.83685	0.3944219257
1332	0.836925	0.3943775937
1333	0.8368125	0.3943398155
1334	0.8367875	0.3942734439
1335	0.83675	0.3942013789
1336	0.8368125	0.3941491936
1337	0.836825	0.3940803163
1338	0.8369	0.3940343225
1339	0.8369375	0.3940186326
1340	0.83705	0.3939935303
1341	0.83695	0.3939393269
1342	0.8369625	0.3938615777
1343	0.837125	0.3937845564
1344	0.8371875	0.3937403614
1345	0.8371875	0.3936873492
1346	0.8371875	0.3936552887
1347	0.8371	0.393583919
1348	0.837075	0.393549438
1349	0.8371125	0.3934881313
1350	0.837075	0.3934420194
1351	0.8372125	0.3934038121
1352	0.837225	0.3933759573
1353	0.837175	0.3933507621
1354	0.8371875	0.3933158137
1355	0.8371	0.3932716205
1356	0.8372125	0.3932577119
1357	0.8372	0.3932243597
1358	0.83725	0.3931968304
1359	0.8372375	0.393169749
1360	0.8373125	0.3931240093
1361	0.83735	0.3930854411
1362	0.8372625	0.3930326654
1363	0.837275	0.3930122677
1364	0.8373375	0.3929475411
1365	0.837375	0.3929161946
1366	0.837375	0.3928928603
1367	0.8374	0.3928395837
1368	0.8374	0.3927594267
1369	0.8374375	0.3927090119
1370	0.837475	0.3926460393
1371	0.8375125	0.3926117519
1372	0.837525	0.3925345496
1373	0.8375375	0.3924721039
1374	0.8375625	0.3924365663
1375	0.837575	0.3923775968
1376	0.8376	0.3923499066
1377	0.8377	0.392280549
1378	0.8378	0.3922021635
1379	0.8378125	0.392132096
1380	0.8378125	0.3921008666
1381	0.837825	0.3920575897
1382	0.83785	0.3920350169
1383	0.8378375	0.3919985682
1384	0.837875	0.3919684109
1385	0.8378	0.3919398066
1386	0.8378625	0.3919093207
1387	0.8379125	0.3918761898
1388	0.837925	0.3918119455
1389	0.8379125	0.391752072
1390	0.8378875	0.3917298226
1391	0.8380125	0.3916588617
1392	0.838025	0.391605672
1393	0.8380375	0.3915822515
1394	0.83795	0.3915503904
1395	0.8379625	0.3915116552
1396	0.838025	0.3914611981
1397	0.838025	0.3913895898
1398	0.8381	0.3913544091
1399	0.8381	0.391312308
1400	0.8380875	0.3912821448
1401	0.838025	0.3912053322
1402	0.8381	0.391148322
1403	0.8380625	0.3910939623
1404	0.8381625	0.3910119571
1405	0.8381625	0.3909534897
1406	0.8382	0.3908907718
1407	0.8381375	0.3908301217
1408	0.8382	0.3908138945
1409	0.8382125	0.3907848196
1410	0.8382125	0.3907733549
1411	0.838375	0.3907228844
1412	0.8383375	0.3906923234
1413	0.8383125	0.3906619805
1414	0.83835	0.390616849
1415	0.8382625	0.3905635727
1416	0.838275	0.3905156985
1417	0.838275	0.3905004615
1418	0.8383125	0.3904676804
1419	0.838325	0.3904357566
1420	0.838325	0.3903837758
1421	0.8383875	0.3903386457
1422	0.8384125	0.3902743936
1423	0.83845	0.3902211544
1424	0.8384375	0.3902076733
1425	0.8384625	0.3901317149
1426	0.8385	0.3900801774
1427	0.838475	0.3900453039
1428	0.8384375	0.3899995643
1429	0.838475	0.3899416432
1430	0.83845	0.3898708772
1431	0.8386	0.3898047529
1432	0.8386	0.3897402536
1433	0.8387	0.3896651204
1434	0.8387375	0.3896294988
1435	0.8387375	0.3895542947
1436	0.8387375	0.3895209848
1437	0.8388	0.3894634402
1438	0.83885	0.3894092787
1439	0.8388375	0.3893875583
1440	0.838925	0.3893264418
1441	0.838925	0.3892731088
1442	0.8389375	0.3892422695
1443	0.8390125	0.3892058214
1444	0.8390875	0.3891757939
1445	0.839125	0.3891473041
1446	0.8392	0.3891236591
1447	0.83915	0.3890619719
1448	0.8391	0.3890065477
1449	0.8392875	0.3889520525
1450	0.83925	0.3889358816
1451	0.839325	0.3888703256
1452	0.839375	0.3888432107
1453	0.8393875	0.3887872677
1454	0.8393875	0.388745309
1455	0.8393125	0.3886615751
1456	0.839225	0.388610743
1457	0.8392875	0.3885727661
1458	0.8393	0.3885061196
1459	0.839325	0.3884614434
1460	0.83935	0.3883927028
1461	0.839475	0.3883422531
1462	0.8394875	0.38832246
1463	0.8395375	0.3882988868
1464	0.839625	0.388267499
1465	0.8395625	0.3882018948
1466	0.8395375	0.3881794278
1467	0.83955	0.3881603897
1468	0.8395875	0.3880990605
1469	0.8396	0.3880571572
1470	0.839675	0.3880295537
1471	0.8397625	0.3879584673
1472	0.8397125	0.3878064114
1473	0.839825	0.3877291663
1474	0.83985	0.3876915167
1475	0.8397625	0.387634082
1476	0.8397875	0.387607847
1477	0.8397375	0.3875908335
1478	0.8399	0.3875280956
1479	0.8398	0.3874956456
1480	0.83985	0.3874527265
1481	0.83985	0.3873133255
1482	0.839925	0.3872673818
1483	0.839875	0.3872423296
1484	0.83985	0.3871936524
1485	0.83995	0.3871260602
1486	0.8399375	0.3870601493
1487	0.8399125	0.3870222022
1488	0.8399375	0.387001583
1489	0.839875	0.3869498245
1490	0.8399375	0.3869205658
1491	0.83995	0.3868970233
1492	0.8399625	0.3868743799
1493	0.8399625	0.3868128841
1494	0.8399875	0.3867768288
1495	0.8400375	0.386745765
1496	0.8400625	0.3867238963
1497	0.840125	0.3866753574
1498	0.840175	0.3866415632
1499	0.8401625	0.3865988414
