iter	Passed	Remaining
287	129959	546913
288	130510	546878
289	131016	546653
290	131546	546528
291	131971	545962
292	132348	545204
293	132724	544440
294	133207	544119
295	133595	543409
296	134006	542795
297	134425	542211
298	134782	541382
299	135146	540584
300	135547	539939
301	135878	539012
302	136301	538456
303	136703	537820
304	137129	537276
305	137501	536524
306	137872	535771
307	138297	535231
308	138679	534520
309	139080	533888
310	139417	533013
311	139819	532391
312	140267	531940
313	140823	531899
314	141474	532212
315	142197	532789
316	142782	532843
317	143278	532565
318	143900	532746
319	144506	532869
320	145026	532669
321	145626	532757
322	146163	532614
323	146760	532685
324	147287	532499
325	147886	532574
326	148608	533082
327	149421	533908
328	150338	535093
329	151263	536296
330	152080	537105
331	152938	538047
332	153714	538694
333	154865	540637
334	155666	541347
335	156475	542076
336	157481	543473
337	158057	543380
338	158694	543492
339	159389	543799
340	160020	543881
341	160625	543872
342	161208	543783
343	161775	543639
344	162367	543579
345	163024	543728
346	163606	543625
347	164198	543553
348	164792	543483
349	165409	543488
350	166164	543941
351	166755	543848
352	167616	544635
353	168365	545047
354	168878	544691
355	169481	544626
356	170395	545552
357	171193	546097
358	171928	546434
359	172445	546076
360	172949	545678
361	173465	545315
362	173961	544887
363	174620	544969
364	175102	544496
365	175593	544051
366	176097	543645
367	176620	543298
368	177162	543009
369	177701	542710
370	178180	542227
371	178707	541888
372	179218	541498
373	179740	541143
374	180227	540681
375	180767	540380
376	181278	539989
377	181871	539839
378	182377	539431
379	183071	539579
380	183549	539087
381	184175	539026
382	184757	538836
383	185277	538462
384	186064	538863
385	186690	538792
386	187364	538854
387	188098	539086
388	188696	538925
389	189225	538565
390	190104	539196
391	190709	539046
392	191476	539350
393	192761	541103
394	194862	545121
395	196011	546456
396	197031	547419
397	197768	547591
398	198484	547698
399	199091	547501
400	199781	547529
401	200436	547459
402	201030	547221
403	201571	546838
404	202070	546340
405	202631	546008
406	203174	545625
407	203770	545386
408	204387	545198
409	204995	544986
410	205642	544878
411	206155	544410
412	206662	543928
413	207267	543701
414	207882	543498
415	208406	543059
416	208896	542529
417	209394	542022
418	210302	542570
419	211040	542676
420	212176	543796
421	213755	546038
422	214953	547292
423	215750	547517
424	216863	548537
425	218266	550276
426	219093	550555
427	220401	552033
428	221956	554115
429	223439	556001
430	225270	558732
431	226007	558739
432	226594	558373
433	227119	557855
434	227670	557399
435	228622	557922
436	229217	557570
437	229780	557138
438	230408	556865
439	230965	556417
440	231541	556013
441	232093	555553
442	232737	555312
443	233310	554899
444	233937	554614
445	234569	554340
446	235106	553840
447	235825	553769
448	236509	553610
449	237076	553179
450	237646	552752
451	238313	552549
452	238926	552220
453	239561	551940
454	240182	551627
455	240705	551089
456	241166	550409
457	241685	549861
458	242184	549268
459	242676	548660
460	243205	548134
461	243666	547457
462	244343	547265
463	244802	546585
464	245293	545975
465	245790	545380
466	246243	544688
467	246734	544081
468	247179	543372
469	247669	542764
470	248126	542085
471	248621	541489
472	249060	540771
473	249476	540005
474	250001	539477
475	250456	538796
476	250926	538150
477	251355	537416
478	251815	536750
479	252277	536089
480	252751	535454
481	253177	534719
482	253664	534112
483	254213	533639
484	254819	533282
485	255321	532708
486	255806	532097
487	256281	531468
488	256763	530854
489	257183	530112
490	257645	529458
491	258129	528850
492	258634	528285
493	259135	527713
494	259608	527084
495	260083	526459
496	260536	525790
497	261115	525377
498	261597	524767
499	262077	524154
500	262561	523550
501	263007	522871
502	263426	522140
503	263871	521460
504	264342	520832
505	264845	520268
506	265326	519663
507	265848	519138
508	266352	518576
509	266800	517906
510	267305	517347
511	267800	516770
512	268312	516226
513	268808	515652
514	269267	515006
515	269712	514335
516	270186	513720
517	270701	513183
518	271200	512615
519	271692	512036
520	272182	511452
521	272650	510827
522	273258	510466
523	273739	509866
524	274176	509184
525	274643	508560
526	275213	508126
527	275801	507726
528	276357	507264
529	276807	506609
530	277287	506010
531	277734	505351
532	278334	504969
533	278916	504556
534	279426	504011
535	279875	503358
536	280345	502742
537	280814	502125
538	281400	501718
539	281892	501142
540	282405	500603
541	282932	500091
542	283443	499549
543	283912	498935
544	284397	498348
545	284885	497766
546	285457	497333
547	285973	496800
548	286421	496151
549	286907	495567
550	287352	494914
551	287817	494294
552	288325	493750
553	288806	493160
554	289286	492568
555	289762	491970
556	290230	491359
557	290712	490772
558	291161	490129
559	291642	489543
560	292221	489119
561	292677	488490
562	293122	487842
563	293579	487217
564	293991	486517
565	294470	485928
566	294973	485378
567	295431	484757
568	295923	484190
569	296440	483666
570	296957	483141
571	297382	482467
572	297836	481840
573	298414	481413
574	298858	480772
575	299308	480140
576	299757	479507
577	300216	478892
578	300705	478324
579	301241	477830
580	301747	477290
581	302180	476634
582	302706	476126
583	303210	475582
584	303665	474963
585	304209	474484
586	304707	473931
587	305223	473408
588	305679	472791
589	306179	472242
590	306678	471693
591	307223	471214
592	307665	470577
593	308165	470029
594	308635	469436
595	309158	468925
596	309633	468340
597	310113	467763
598	310628	467238
599	311136	466704
600	311620	466134
601	312172	465665
602	312859	465398
603	313537	465115
604	313870	464320
605	314397	463814
606	314897	463267
607	315445	462791
608	316031	462371
609	316674	462033
610	317185	461502
611	317651	460906
612	318148	460355
613	318581	459711
614	319150	459265
615	319595	458640
616	320022	457990
617	320515	457435
618	320937	456778
619	321323	456071
620	321959	455720
621	322458	455173
622	322974	454652
623	323627	454323
624	324091	453727
625	324575	453160
626	325042	452571
627	325571	452067
628	326076	451530
629	326612	451036
630	327246	450676
631	327770	450165
632	328217	449548
633	328624	448878
634	329052	448237
635	329509	447635
636	330004	447085
637	330460	446483
638	330983	445972
639	331551	445521
640	331997	444907
641	332419	444261
642	332830	443600
643	333244	442945
644	333721	442375
645	334154	441745
646	334593	441126
647	335079	440567
648	335478	439896
649	335954	439325
650	336492	438835
651	336983	438285
652	337360	437586
653	337725	436874
654	338147	436236
655	338814	435913
656	339245	435287
657	339679	434665
658	340202	434158
659	340829	433782
660	341777	433814
661	342259	433252
662	342771	432729
663	343234	432145
664	343682	431540
665	344103	430904
666	344566	430320
667	344994	429694
668	345374	429007
669	345812	428394
670	346293	427834
671	346823	427336
672	347495	427012
673	348351	426911
674	349150	426739
675	350373	427082
676	351212	426954
677	352305	427132
678	352933	426742
679	353620	426424
680	354315	426114
681	354945	425726
682	355520	425270
683	356193	424932
684	356933	424672
685	357525	424236
686	358033	423698
687	358597	423228
688	359415	423056
689	360364	423036
690	361322	423024
691	362087	422784
692	362741	422413
693	363317	421950
694	363820	421403
695	364366	420905
696	364873	420363
697	365391	419834
698	365934	419332
699	366481	418836
700	367046	418359
701	367551	417814
702	368051	417264
703	369137	417377
704	369999	417233
705	370813	417033
706	372034	417288
707	373177	417453
708	374278	417566
709	375144	417413
710	376799	418136
711	378163	418528
712	379111	418458
713	380215	418556
714	380914	418207
715	381415	417639
716	381967	417127
717	382449	416539
718	382894	415911
719	383444	415397
720	383924	414808
721	384386	414200
722	384792	413532
723	385271	412942
724	385716	412317
725	386291	411831
726	387092	411585
727	387775	411212
728	388322	410694
729	388760	410062
730	389222	409455
731	389626	408788
732	390268	408371
733	390838	407877
734	391321	407293
735	391743	406646
736	392170	406005
737	392765	405538
738	393303	405011
739	393784	404426
740	394413	403994
741	394923	403439
742	395577	403030
743	396157	402546
744	396680	402004
745	397436	401698
746	398814	402017
747	399647	401784
748	400583	401653
749	401847	401847
750	402493	401421
751	403418	401272
752	404286	401064
753	404864	400568
754	405547	400176
755	406105	399659
756	407074	399546
757	407731	399124
758	408195	398515
759	408732	397975
760	409299	397467
761	409998	397085
762	410847	396847
763	411412	396334
764	411897	395744
765	412704	395463
766	413247	394928
767	413844	394446
768	414738	394244
769	415476	393892
770	416100	393433
771	416691	392942
772	417183	392357
773	417795	391885
774	418386	391393
775	418883	390814
776	419417	390269
777	419948	389720
778	420480	389173
779	421051	388662
780	421583	388116
781	422424	387853
782	423071	387409
783	423707	386957
784	424201	386374
785	424755	385846
786	425192	385212
787	425758	384695
788	426320	384174
789	426912	383681
790	427743	383401
791	428508	383060
792	429568	382982
793	430083	382416
794	430737	381974
795	431328	381476
796	432256	381275
797	433135	381028
798	433976	380748
799	434627	380299
800	435191	379774
801	436884	380231
802	437911	380104
803	438880	379926
804	439549	379487
805	440001	378859
806	440475	378252
807	440928	377626
808	441409	377025
809	441949	376475
810	442489	375925
811	443074	375413
812	443609	374858
813	444388	374509
814	444875	373914
815	445387	373339
816	445799	372681
817	446249	372056
818	447064	371734
819	447578	371162
820	448280	370745
821	448738	370127
822	449134	369458
823	449543	368800
824	449964	368152
825	450372	367494
826	450927	366958
827	451343	366308
828	451788	365681
829	452437	365221
830	453110	364778
831	453601	364189
832	454125	363627
833	454545	362982
834	454965	362338
835	455596	361861
836	456019	361219
837	456654	360746
838	457216	360214
839	457725	359641
840	458343	359154
841	458789	358531
842	459403	358040
843	460207	357697
844	460894	357261
845	461347	356644
846	461803	356030
847	462237	355399
848	462643	354747
849	463098	354134
850	463524	353498
851	464105	352981
852	464505	352327
853	465114	351831
854	465653	351282
855	466105	350668
856	466678	350145
857	467151	349546
858	467584	348918
859	467974	348259
860	469234	348247
861	470147	347974
862	470879	347566
863	471575	347132
864	472354	346757
865	473273	346484
866	473933	346020
867	475806	346439
868	476845	346248
869	477323	345648
870	477760	345019
871	478367	344512
872	479416	344323
873	480046	343832
874	480580	343272
875	481066	342677
876	481532	342069
877	482108	341539
878	482628	340969
879	483148	340399
880	483824	339939
881	484452	339446
882	484944	338856
883	485535	338337
884	486013	337737
885	486610	337222
886	487200	336700
887	488014	336334
888	488656	335848
889	489821	335720
890	490420	335203
891	491204	334811
892	491719	334236
893	492311	333714
894	492778	333107
895	493284	332526
896	493862	331994
897	494592	331564
898	495367	331163
899	496238	330825
900	496804	330283
901	497681	329948
902	498234	329397
903	498753	328824
904	499353	328304
905	500028	327833
906	500639	327320
907	501198	326772
908	501711	326195
909	502152	325571
910	502538	324912
911	503026	324319
912	503490	323711
913	503900	323069
914	504286	322412
915	504669	321754
916	505055	321098
917	505426	320433
918	505836	319794
919	506269	319170
920	506696	318541
921	507063	317876
922	507390	317188
923	507863	316590
924	508286	315962
925	508727	315344
926	509126	314703
927	509550	314076
928	509957	313439
929	510382	312815
930	510793	312181
931	511213	311555
932	511635	310929
933	512209	310396
934	513314	310184
935	513747	309565
936	514233	308979
937	514718	308392
938	515356	307896
939	515765	307264
940	516171	306631
941	516571	305994
942	516994	305372
943	517417	304750
944	518009	304227
945	518414	303595
946	518852	302983
947	519403	302437
948	519946	301887
949	520410	301290
950	521137	300845
951	521666	300287
952	522152	299703
953	522636	299118
954	523166	298561
955	523610	297954
956	524101	297374
957	524530	296759
958	524986	296160
959	525473	295578
960	525929	294980
961	526432	294408
962	526903	293818
963	527769	293448
964	528314	292899
965	528724	292276
966	529202	291690
967	529670	291099
968	530150	290515
969	530617	289925
970	531214	289405
971	531699	288824
972	532424	288373
973	533061	287875
974	533617	287332
975	534115	286758
976	534787	286278
977	535316	285720
978	535813	285147
979	536345	284591
980	536859	284026
981	537517	283537
982	538281	283104
983	538894	282591
984	539459	282052
985	539970	281485
986	540450	280903
987	540950	280330
988	541525	279797
989	542090	279258
990	542662	278723
991	543242	278192
992	543791	277645
993	544344	277101
994	544846	276529
995	545287	275928
996	545812	275369
997	546413	274849
998	546918	274280
999	547477	273738
1000	548001	273179
1001	548473	272594
1002	549002	272038
1003	549494	271463
1004	550060	270925
1005	550550	270349
1006	551017	269763
1007	551577	269222
1008	552071	268649
1009	552712	268147
1010	553196	267569
1011	553670	266987
1012	554146	266405
1013	554781	265901
1014	555274	265328
1015	555870	264804
1016	556414	264255
1017	556893	263676
1018	557357	263090
1019	557840	262513
1020	558307	261928
1021	558744	261330
1022	559225	260753
1023	559684	260165
1024	560161	259587
1025	560643	259010
1026	561132	258437
1027	561717	257909
1028	562207	257337
1029	562683	256758
1030	563143	256172
1031	563597	255584
1032	564034	254989
1033	564517	254414
1034	564951	253818
1035	565441	253248
1036	565905	252665
1037	566436	252113
1038	567407	251756
1039	568040	251248
1040	568537	250680
1041	569010	250102
1042	569461	249514
1043	569938	248938
1044	570411	248361
1045	570868	247776
1046	571364	247209
1047	571871	246646
1048	572436	246109
1049	573486	245779
1050	574218	245313
1051	575234	244966
1052	576463	244709
1053	577331	244297
1054	578197	243884
1055	578818	243366
1056	579609	242920
1057	580325	242442
1058	580812	241867
1059	581306	241297
1060	581933	240781
1061	582635	240295
1062	583389	239831
1063	583872	239255
1064	584433	238712
1065	585121	238220
1066	585663	237668
1067	586247	237133
1068	586900	236626
1069	587669	236166
1070	588136	235583
1071	588525	234971
1072	588928	234363
1073	589347	233763
1074	589768	233164
1075	590226	232580
1076	590693	231999
1077	591142	231411
1078	591657	230850
1079	592107	230263
1080	592794	229769
1081	593312	229209
1082	593844	228654
1083	594312	228075
1084	595137	227633
1085	596537	227409
1086	597239	226918
1087	597982	226441
1088	598423	225851
1089	599003	225313
1090	599479	224736
1091	599959	224160
1092	600472	223597
1093	600951	223022
1094	601459	222457
1095	601954	221888
1096	602448	221318
1097	602933	220745
1098	603396	220165
1099	603890	219596
1100	604400	219033
1101	604898	218466
1102	605419	217906
1103	605883	217327
1104	606378	216759
1105	606900	216201
1106	607406	215637
1107	607871	215059
1108	608399	214503
1109	608916	213943
1110	609551	213425
1111	610128	212886
1112	610625	212319
1113	611190	211777
1114	611828	211259
1115	612362	210705
1116	612876	210144
1117	613453	209605
1118	614016	209061
1119	614493	208488
1120	615114	207964
1121	615617	207400
1122	616075	206821
1123	616600	206265
1124	617258	205752
1125	618325	205376
1126	619291	204965
1127	619961	204455
1128	620591	203932
1129	621252	203419
1130	621922	202908
1131	622423	202342
1132	622904	201770
1133	623360	201190
1134	623941	200650
1135	624441	200085
1136	624933	199516
1137	625391	198938
1138	625859	198362
1139	626537	197854
1140	627059	197295
1141	627547	196726
1142	628056	196164
1143	628509	195585
1144	628961	195005
1145	629546	194467
1146	630041	193901
1147	630557	193341
1148	631183	192815
1149	631790	192284
1150	632292	191720
1151	632778	191151
1152	633325	190601
1153	633787	190026
1154	634299	189466
1155	634877	188925
1156	635387	188364
1157	635916	187809
1158	636396	187240
1159	636936	186688
1160	637427	186122
1161	637945	185564
1162	638461	185005
1163	638957	184441
1164	639488	183887
1165	640071	183347
1166	640696	182820
1167	641167	182249
1168	641646	181680
1169	642156	181121
1170	642753	180585
1171	643333	180045
1172	643846	179486
1173	644274	178904
1174	644776	178342
1175	645261	177776
1176	645726	177204
1177	646274	176655
1178	646690	176071
1179	647189	175509
1180	647657	174938
1181	648228	174396
1182	648815	173858
1183	649352	173306
1184	650635	172953
1185	651232	172417
1186	651991	171923
1187	652747	171428
1188	653381	170901
1189	653964	170360
1190	654464	169798
1191	655108	169272
1192	655664	168725
1193	656310	168200
1194	656740	167619
1195	657159	167037
1196	657690	166482
1197	658225	165929
1198	658734	165370
1199	659260	164815
1200	659729	164245
1201	660259	163691
1202	660911	163167
1203	661447	162614
1204	661945	162053
1205	662520	161510
1206	663045	160954
1207	663536	160391
1208	664160	159859
1209	664658	159298
1210	665193	158745
1211	665679	158181
1212	666142	157611
1213	666631	157048
1214	667132	156487
1215	667651	155931
1216	668132	155366
1217	668626	154805
1218	669479	154326
1219	670047	153781
1220	670897	153300
1221	671633	152793
1222	672582	152334
1223	673273	151816
1224	673955	151296
1225	674688	150786
1226	675340	150259
1227	676116	149758
1228	676970	149275
1229	677504	148720
1230	678326	148228
1231	678904	147683
1232	679327	147104
1233	679755	146527
1234	680384	145993
1235	681195	145498
1236	682484	145103
1237	683219	144590
1238	683822	144049
1239	684513	143526
1240	685319	143028
1241	686031	142509
1242	686695	141979
1243	687218	141421
1244	687974	140910
1245	688807	140414
1246	689379	139866
1247	690198	139366
1248	690951	138854
1249	692120	138424
1250	692852	137905
1251	693706	137411
1252	694490	136902
1253	695023	136344
1254	695499	135774
1255	696118	135233
1256	696664	134677
1257	697094	134099
1258	697768	133568
1259	698256	133001
1260	698815	132447
1261	699354	131890
1262	699860	131327
1263	700364	130764
1264	700842	130196
1265	701322	129628
1266	701799	129060
1267	702297	128496
1268	702784	127930
1269	703260	127362
1270	703794	126804
1271	704343	126250
1272	704807	125680
1273	705294	125114
1274	705774	124548
1275	706234	123978
1276	706735	123415
1277	707350	122873
1278	708088	122351
1279	708880	121838
1280	709513	121298
1281	709933	120721
1282	710365	120147
1283	710877	119586
1284	711292	119010
1285	711733	118437
1286	712239	117876
1287	712710	117309
1288	713201	116745
1289	713737	116189
1290	714219	115624
1291	714686	115057
1292	715198	114498
1293	715681	113933
1294	716152	113367
1295	716646	112805
1296	717122	112240
1297	717608	111677
1298	718025	111103
1299	718507	110539
1300	719072	109988
1301	719550	109424
1302	720101	108871
1303	720567	108306
1304	720887	107718
1305	721331	107150
1306	721689	106569
1307	722228	106015
1308	723040	105500
1309	723687	104962
1310	724242	104410
1311	724859	103867
1312	725374	103309
1313	725833	102743
1314	726387	102191
1315	726885	101631
1316	727342	101065
1317	728139	100547
1318	728940	100028
1319	731624	99766
1320	732485	99254
1321	733205	98722
1322	733770	98168
1323	734535	97642
1324	735331	97119
1325	735963	96574
1326	736784	96054
1327	737417	95508
1328	737999	94957
1329	738597	94407
1330	739220	93860
1331	739740	93300
1332	740183	92731
1333	740636	92163
1334	741088	91595
1335	741540	91027
1336	741980	90458
1337	742533	89903
1338	743005	89338
1339	743510	88777
1340	744272	88247
1341	744815	87690
1342	745345	87132
1343	745769	86562
1344	746253	85999
1345	746751	85438
1346	747267	84878
1347	748010	84345
1348	748595	83793
1349	749047	83227
1350	749611	82673
1351	750290	82132
1352	750753	81567
1353	751315	81013
1354	751758	80446
1355	752496	79911
1356	753101	79361
1357	753700	78811
1358	754234	78253
1359	754898	77710
1360	755471	77156
1361	756324	76632
1362	756846	76073
1363	757315	75509
1364	757726	74939
1365	758181	74375
1366	758595	73806
1367	759111	73247
1368	759509	72677
1369	760087	72125
1370	760664	71572
1371	761116	71007
1372	761603	70446
1373	762172	69893
1374	763143	69376
1375	764117	68859
1376	764610	68298
1377	765169	67743
1378	765656	67182
1379	766106	66617
1380	766756	66070
1381	767383	65521
1382	768121	64982
1383	768678	64426
1384	769483	63892
1385	770049	63337
1386	770508	62773
1387	770966	62210
1388	771423	61647
1389	771901	61085
1390	772380	60524
1391	772975	59972
1392	773835	59440
1393	774438	58888
1394	775220	58349
1395	776471	57845
1396	778296	57383
1397	779564	56878
1398	780933	56379
1399	781706	55836
1400	782984	55328
1401	784454	54833
1402	785016	54274
1403	785603	53716
1404	786229	53161
1405	787086	52621
1406	788030	52087
1407	788545	51524
1408	789408	50983
1409	790155	50435
1410	790674	49872
1411	791292	49315
1412	791829	48753
1413	792401	48194
1414	793078	47640
1415	793649	47080
1416	794210	46520
1417	795021	45974
1418	796226	45450
1419	797492	44929
1420	798120	44371
1421	798701	43810
1422	799669	43270
1423	800433	42719
1424	801575	42188
1425	802495	41644
1426	803470	41102
1427	804273	40551
1428	804804	39986
1429	805537	39431
1430	806056	38866
1431	806503	38297
1432	807206	37740
1433	807744	37176
1434	808299	36612
1435	808927	36052
1436	809956	35509
1437	810830	34959
1438	811770	34411
1439	812188	33841
1440	812610	33271
1441	813071	32703
1442	813613	32138
1443	814238	31577
1444	814808	31013
1445	815386	30450
1446	815875	29883
1447	816347	29316
1448	816872	28751
1449	817251	28181
1450	817703	27613
1451	818128	27045
1452	818633	26480
1453	819109	25914
1454	819524	25346
1455	820003	24780
1456	820439	24213
1457	820847	23645
1458	821851	23095
1459	822542	22535
1460	823177	21973
1461	824072	21419
1462	824527	20852
1463	825365	20295
1464	825862	19730
1465	826501	19168
1466	827084	18605
1467	827615	18040
1468	828188	17477
1469	828622	16910
1470	829126	16345
1471	829599	15780
1472	830076	15215
1473	830614	14651
1474	831024	14085
1475	832302	13533
1476	833028	12972
1477	833557	12407
1478	834103	11843
1479	834581	11278
1480	835011	10712
1481	835543	10148
1482	836024	9583
1483	836529	9019
1484	836933	8453
1485	837343	7888
1486	837793	7324
1487	838387	6761
1488	838861	6197
1489	839401	5633
1490	840450	5073
1491	843284	4521
1492	844358	3958
1493	844924	3393
1494	845568	2827
1495	846391	2263
1496	846927	1697
1497	847732	1131
1498	848350	565
1499	848967	0
